['[/usr/bin/gnome-shell],', 'object', 'path', '/org/freedesktop/PolicyKit1/AuthenticationAgent,', 'locale'],en_GB.UTF-8)
['object', 'path', '/org/freedesktop/PolicyKit1/AuthenticationAgent,', 'locale', 'en_GB.UTF-8)'],[system]
['path', '/org/freedesktop/PolicyKit1/AuthenticationAgent,', 'locale', 'en_GB.UTF-8)', '[system]'],Failed
['/org/freedesktop/PolicyKit1/AuthenticationAgent,', 'locale', 'en_GB.UTF-8)', '[system]', 'Failed'],to
['locale', 'en_GB.UTF-8)', '[system]', 'Failed', 'to'],activate
['en_GB.UTF-8)', '[system]', 'Failed', 'to', 'activate'],service
['[system]', 'Failed', 'to', 'activate', 'service'],'org.bluez':
['Failed', 'to', 'activate', 'service', "'org.bluez':"],timed
['to', 'activate', 'service', "'org.bluez':", 'timed'],out
['activate', 'service', "'org.bluez':", 'timed', 'out'],(service_start_timeout=25000ms)
['service', "'org.bluez':", 'timed', 'out', '(service_start_timeout=25000ms)'],pam_unix(polkit-1:session):
["'org.bluez':", 'timed', 'out', '(service_start_timeout=25000ms)', 'pam_unix(polkit-1:session):'],session
['timed', 'out', '(service_start_timeout=25000ms)', 'pam_unix(polkit-1:session):', 'session'],opened
['out', '(service_start_timeout=25000ms)', 'pam_unix(polkit-1:session):', 'session', 'opened'],for
['(service_start_timeout=25000ms)', 'pam_unix(polkit-1:session):', 'session', 'opened', 'for'],user
['pam_unix(polkit-1:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=1000)
['for', 'user', 'root', 'by', '(uid=1000)'],intern:
['user', 'root', 'by', '(uid=1000)', 'intern:'],xecuting
['root', 'by', '(uid=1000)', 'intern:', 'xecuting'],command
['by', '(uid=1000)', 'intern:', 'xecuting', 'command'],[USR=root]
['(uid=1000)', 'intern:', 'xecuting', 'command', '[USR=root]'],[TTY=unknown]
['intern:', 'xecuting', 'command', '[USR=root]', '[TTY=unknown]'],[CWD=/home/intern]
['xecuting', 'command', '[USR=root]', '[TTY=unknown]', '[CWD=/home/intern]'],[COMMAND=/usr/lib/update-notifier/package-system-locked]
['command', '[USR=root]', '[TTY=unknown]', '[CWD=/home/intern]', '[COMMAND=/usr/lib/update-notifier/package-system-locked]'],pam_unix(cron:session):
['[USR=root]', '[TTY=unknown]', '[CWD=/home/intern]', '[COMMAND=/usr/lib/update-notifier/package-system-locked]', 'pam_unix(cron:session):'],session
['[TTY=unknown]', '[CWD=/home/intern]', '[COMMAND=/usr/lib/update-notifier/package-system-locked]', 'pam_unix(cron:session):', 'session'],opened
['[CWD=/home/intern]', '[COMMAND=/usr/lib/update-notifier/package-system-locked]', 'pam_unix(cron:session):', 'session', 'opened'],for
['[COMMAND=/usr/lib/update-notifier/package-system-locked]', 'pam_unix(cron:session):', 'session', 'opened', 'for'],user
['pam_unix(cron:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(cron:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(cron:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(cron:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(cron:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(cron:session):', 'session', 'closed', 'for'],user
['pam_unix(cron:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],pam_unix(polkit-1:session):
['closed', 'for', 'user', 'root', 'pam_unix(polkit-1:session):'],session
['for', 'user', 'root', 'pam_unix(polkit-1:session):', 'session'],opened
['user', 'root', 'pam_unix(polkit-1:session):', 'session', 'opened'],for
['root', 'pam_unix(polkit-1:session):', 'session', 'opened', 'for'],user
['pam_unix(polkit-1:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=1000)
['for', 'user', 'root', 'by', '(uid=1000)'],intern:
['user', 'root', 'by', '(uid=1000)', 'intern:'],xecuting
['root', 'by', '(uid=1000)', 'intern:', 'xecuting'],command
['by', '(uid=1000)', 'intern:', 'xecuting', 'command'],[USR=root]
['(uid=1000)', 'intern:', 'xecuting', 'command', '[USR=root]'],[TTY=unknown]
['intern:', 'xecuting', 'command', '[USR=root]', '[TTY=unknown]'],[CWD=/home/intern]
['xecuting', 'command', '[USR=root]', '[TTY=unknown]', '[CWD=/home/intern]'],[COMMAND=/usr/lib/update-notifier/package-system-locked]
['command', '[USR=root]', '[TTY=unknown]', '[CWD=/home/intern]', '[COMMAND=/usr/lib/update-notifier/package-system-locked]'],gkr-pam:
['[USR=root]', '[TTY=unknown]', '[CWD=/home/intern]', '[COMMAND=/usr/lib/update-notifier/package-system-locked]', 'gkr-pam:'],unlocked
['[TTY=unknown]', '[CWD=/home/intern]', '[COMMAND=/usr/lib/update-notifier/package-system-locked]', 'gkr-pam:', 'unlocked'],login
['[CWD=/home/intern]', '[COMMAND=/usr/lib/update-notifier/package-system-locked]', 'gkr-pam:', 'unlocked', 'login'],keyring
['[COMMAND=/usr/lib/update-notifier/package-system-locked]', 'gkr-pam:', 'unlocked', 'login', 'keyring'],gkr-pam:
['gkr-pam:', 'unlocked', 'login', 'keyring', 'gkr-pam:'],unlocked
['unlocked', 'login', 'keyring', 'gkr-pam:', 'unlocked'],login
['login', 'keyring', 'gkr-pam:', 'unlocked', 'login'],keyring
['keyring', 'gkr-pam:', 'unlocked', 'login', 'keyring'],pam_unix(cron:session):
['gkr-pam:', 'unlocked', 'login', 'keyring', 'pam_unix(cron:session):'],session
['unlocked', 'login', 'keyring', 'pam_unix(cron:session):', 'session'],opened
['login', 'keyring', 'pam_unix(cron:session):', 'session', 'opened'],for
['keyring', 'pam_unix(cron:session):', 'session', 'opened', 'for'],user
['pam_unix(cron:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(cron:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(cron:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(cron:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(cron:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(cron:session):', 'session', 'closed', 'for'],user
['pam_unix(cron:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],pam_unix(gdm-password:auth):
['closed', 'for', 'user', 'root', 'pam_unix(gdm-password:auth):'],authentication
['for', 'user', 'root', 'pam_unix(gdm-password:auth):', 'authentication'],failure;
['user', 'root', 'pam_unix(gdm-password:auth):', 'authentication', 'failure;'],logname=
['root', 'pam_unix(gdm-password:auth):', 'authentication', 'failure;', 'logname='],uid=0
['pam_unix(gdm-password:auth):', 'authentication', 'failure;', 'logname=', 'uid=0'],euid=0
['authentication', 'failure;', 'logname=', 'uid=0', 'euid=0'],tty=/dev/tty2
['failure;', 'logname=', 'uid=0', 'euid=0', 'tty=/dev/tty2'],ruser=
['logname=', 'uid=0', 'euid=0', 'tty=/dev/tty2', 'ruser='],rhost=
['uid=0', 'euid=0', 'tty=/dev/tty2', 'ruser=', 'rhost='],user=intern
['euid=0', 'tty=/dev/tty2', 'ruser=', 'rhost=', 'user=intern'],gkr-pam:
['tty=/dev/tty2', 'ruser=', 'rhost=', 'user=intern', 'gkr-pam:'],unlocked
['ruser=', 'rhost=', 'user=intern', 'gkr-pam:', 'unlocked'],login
['rhost=', 'user=intern', 'gkr-pam:', 'unlocked', 'login'],keyring
['user=intern', 'gkr-pam:', 'unlocked', 'login', 'keyring'],pam_unix(cron:session):
['gkr-pam:', 'unlocked', 'login', 'keyring', 'pam_unix(cron:session):'],session
['unlocked', 'login', 'keyring', 'pam_unix(cron:session):', 'session'],opened
['login', 'keyring', 'pam_unix(cron:session):', 'session', 'opened'],for
['keyring', 'pam_unix(cron:session):', 'session', 'opened', 'for'],user
['pam_unix(cron:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(cron:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(cron:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(cron:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(cron:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(cron:session):', 'session', 'closed', 'for'],user
['pam_unix(cron:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],gkr-pam:
['closed', 'for', 'user', 'root', 'gkr-pam:'],unlocked
['for', 'user', 'root', 'gkr-pam:', 'unlocked'],login
['user', 'root', 'gkr-pam:', 'unlocked', 'login'],keyring
['root', 'gkr-pam:', 'unlocked', 'login', 'keyring'],pam_unix(cron:session):
['gkr-pam:', 'unlocked', 'login', 'keyring', 'pam_unix(cron:session):'],session
['unlocked', 'login', 'keyring', 'pam_unix(cron:session):', 'session'],opened
['login', 'keyring', 'pam_unix(cron:session):', 'session', 'opened'],for
['keyring', 'pam_unix(cron:session):', 'session', 'opened', 'for'],user
['pam_unix(cron:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(cron:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(cron:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(cron:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(cron:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(cron:session):', 'session', 'closed', 'for'],user
['pam_unix(cron:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],gkr-pam:
['closed', 'for', 'user', 'root', 'gkr-pam:'],unlocked
['for', 'user', 'root', 'gkr-pam:', 'unlocked'],login
['user', 'root', 'gkr-pam:', 'unlocked', 'login'],keyring
['root', 'gkr-pam:', 'unlocked', 'login', 'keyring'],gkr-pam:
['gkr-pam:', 'unlocked', 'login', 'keyring', 'gkr-pam:'],unlocked
['unlocked', 'login', 'keyring', 'gkr-pam:', 'unlocked'],login
['login', 'keyring', 'gkr-pam:', 'unlocked', 'login'],keyring
['keyring', 'gkr-pam:', 'unlocked', 'login', 'keyring'],pam_unix(cron:session):
['gkr-pam:', 'unlocked', 'login', 'keyring', 'pam_unix(cron:session):'],session
['unlocked', 'login', 'keyring', 'pam_unix(cron:session):', 'session'],opened
['login', 'keyring', 'pam_unix(cron:session):', 'session', 'opened'],for
['keyring', 'pam_unix(cron:session):', 'session', 'opened', 'for'],user
['pam_unix(cron:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(cron:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(cron:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(cron:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(cron:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(cron:session):', 'session', 'closed', 'for'],user
['pam_unix(cron:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],pam_unix(cron:session):
['closed', 'for', 'user', 'root', 'pam_unix(cron:session):'],session
['for', 'user', 'root', 'pam_unix(cron:session):', 'session'],opened
['user', 'root', 'pam_unix(cron:session):', 'session', 'opened'],for
['root', 'pam_unix(cron:session):', 'session', 'opened', 'for'],user
['pam_unix(cron:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(cron:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(cron:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(cron:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(cron:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(cron:session):', 'session', 'closed', 'for'],user
['pam_unix(cron:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],pam_unix(cron:session):
['closed', 'for', 'user', 'root', 'pam_unix(cron:session):'],session
['for', 'user', 'root', 'pam_unix(cron:session):', 'session'],opened
['user', 'root', 'pam_unix(cron:session):', 'session', 'opened'],for
['root', 'pam_unix(cron:session):', 'session', 'opened', 'for'],user
['pam_unix(cron:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(cron:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(cron:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(cron:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(cron:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(cron:session):', 'session', 'closed', 'for'],user
['pam_unix(cron:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],gkr-pam:
['closed', 'for', 'user', 'root', 'gkr-pam:'],unlocked
['for', 'user', 'root', 'gkr-pam:', 'unlocked'],login
['user', 'root', 'gkr-pam:', 'unlocked', 'login'],keyring
['root', 'gkr-pam:', 'unlocked', 'login', 'keyring'],pam_unix(cron:session):
['gkr-pam:', 'unlocked', 'login', 'keyring', 'pam_unix(cron:session):'],session
['unlocked', 'login', 'keyring', 'pam_unix(cron:session):', 'session'],opened
['login', 'keyring', 'pam_unix(cron:session):', 'session', 'opened'],for
['keyring', 'pam_unix(cron:session):', 'session', 'opened', 'for'],user
['pam_unix(cron:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(cron:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(cron:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(cron:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(cron:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(cron:session):', 'session', 'closed', 'for'],user
['pam_unix(cron:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],pam_unix(cron:session):
['closed', 'for', 'user', 'root', 'pam_unix(cron:session):'],session
['for', 'user', 'root', 'pam_unix(cron:session):', 'session'],opened
['user', 'root', 'pam_unix(cron:session):', 'session', 'opened'],for
['root', 'pam_unix(cron:session):', 'session', 'opened', 'for'],user
['pam_unix(cron:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(cron:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(cron:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(cron:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(cron:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(cron:session):', 'session', 'closed', 'for'],user
['pam_unix(cron:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],gkr-pam:
['closed', 'for', 'user', 'root', 'gkr-pam:'],unlocked
['for', 'user', 'root', 'gkr-pam:', 'unlocked'],login
['user', 'root', 'gkr-pam:', 'unlocked', 'login'],keyring
['root', 'gkr-pam:', 'unlocked', 'login', 'keyring'],asked
['gkr-pam:', 'unlocked', 'login', 'keyring', 'asked'],to
['unlocked', 'login', 'keyring', 'asked', 'to'],register
['login', 'keyring', 'asked', 'to', 'register'],item
['keyring', 'asked', 'to', 'register', 'item'],/org/freedesktop/secrets/collection/login/1,
['asked', 'to', 'register', 'item', '/org/freedesktop/secrets/collection/login/1,'],but
['to', 'register', 'item', '/org/freedesktop/secrets/collection/login/1,', 'but'],it's
['register', 'item', '/org/freedesktop/secrets/collection/login/1,', 'but', "it's"],already
['item', '/org/freedesktop/secrets/collection/login/1,', 'but', "it's", 'already'],registered
['/org/freedesktop/secrets/collection/login/1,', 'but', "it's", 'already', 'registered'],asked
['but', "it's", 'already', 'registered', 'asked'],to
["it's", 'already', 'registered', 'asked', 'to'],register
['already', 'registered', 'asked', 'to', 'register'],item
['registered', 'asked', 'to', 'register', 'item'],/org/freedesktop/secrets/collection/login/1,
['asked', 'to', 'register', 'item', '/org/freedesktop/secrets/collection/login/1,'],but
['to', 'register', 'item', '/org/freedesktop/secrets/collection/login/1,', 'but'],it's
['register', 'item', '/org/freedesktop/secrets/collection/login/1,', 'but', "it's"],already
['item', '/org/freedesktop/secrets/collection/login/1,', 'but', "it's", 'already'],registered
['/org/freedesktop/secrets/collection/login/1,', 'but', "it's", 'already', 'registered'],[system]
['but', "it's", 'already', 'registered', '[system]'],Failed
["it's", 'already', 'registered', '[system]', 'Failed'],to
['already', 'registered', '[system]', 'Failed', 'to'],activate
['registered', '[system]', 'Failed', 'to', 'activate'],service
['[system]', 'Failed', 'to', 'activate', 'service'],'org.bluez':
['Failed', 'to', 'activate', 'service', "'org.bluez':"],timed
['to', 'activate', 'service', "'org.bluez':", 'timed'],out
['activate', 'service', "'org.bluez':", 'timed', 'out'],(service_start_timeout=25000ms)
['service', "'org.bluez':", 'timed', 'out', '(service_start_timeout=25000ms)'],pam_unix(cron:session):
["'org.bluez':", 'timed', 'out', '(service_start_timeout=25000ms)', 'pam_unix(cron:session):'],session
['timed', 'out', '(service_start_timeout=25000ms)', 'pam_unix(cron:session):', 'session'],opened
['out', '(service_start_timeout=25000ms)', 'pam_unix(cron:session):', 'session', 'opened'],for
['(service_start_timeout=25000ms)', 'pam_unix(cron:session):', 'session', 'opened', 'for'],user
['pam_unix(cron:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
